,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,AGE,CREDIT_INCOME_PERCENT
185,135000.0,1223010.0,47983.5,1125000.0,370,8697.0,1864,1,0,0,0,0.5986583828980028,0.6722428897082422,27.5,9.059333333333331
193,765000.0,1350000.0,67500.0,1350000.0,3144,5643.0,3962,2,1,1,0,0.7659810473713963,0.511891801533151,32.5,1.7647058823529411
198,112500.0,1308964.5,42354.0,1143000.0,7540,7657.0,4236,2,0,1,1,0.4864418401140338,0.5442347412142162,42.5,11.63524
211,144000.0,1417185.0,37512.0,1237500.0,2998,10042.0,4410,2,0,0,0,0.7909698130306837,0.7194907850918436,62.5,9.8415625
212,315000.0,1350000.0,39604.5,1350000.0,1496,2119.0,587,2,1,1,0,0.3241738848541972,0.4866531565147181,27.5,4.285714285714286
222,472500.0,1327648.5,42957.0,1039500.0,1251,673.0,4310,1,0,1,1,0.0509156034933721,0.7121551551910698,42.5,2.8098380952380952
227,157500.0,1724220.0,47542.5,1350000.0,6684,2495.0,3101,2,0,0,0,0.4141927781705488,0.0005272652387098,52.5,10.94742857142857
244,225000.0,1345500.0,39469.5,1345500.0,3880,9642.0,2242,2,0,0,0,0.6198526719399989,0.6577838002083306,42.5,5.98
245,405000.0,1483231.5,51687.0,1354500.0,2015,3319.0,4513,3,0,0,0,0.5998137228666071,0.3740208032583212,42.5,3.6623
254,270000.0,1288350.0,41692.5,1125000.0,2593,5769.0,2207,2,0,0,0,0.6921664110816699,0.3490552510751822,52.5,4.7716666666666665
260,247500.0,1125000.0,29808.0,1125000.0,1870,29.0,3537,2,0,0,0,0.5297775848707685,0.6347055309763198,37.5,4.545454545454546
282,225000.0,1125000.0,31068.0,1125000.0,486,2360.0,4334,2,0,0,0,0.6238686713083913,0.7751552674785404,32.5,5.0
284,225000.0,1320975.0,43785.0,1183500.0,1802,4757.0,2238,2,0,0,0,0.3488361733767661,0.6313545365850379,27.5,5.871
287,135000.0,1175314.5,38974.5,1053000.0,1615,5921.0,3705,3,0,0,0,0.4604768526623809,0.5298898341969072,42.5,8.706033333333334
290,180000.0,1395000.0,36927.0,1395000.0,215,7286.0,4794,2,0,0,0,0.5695462383736847,0.6212263380626669,37.5,7.75
293,225000.0,1125000.0,60070.5,1125000.0,241,12213.0,1817,2,0,0,0,0.7174550590987756,0.8128226070575616,52.5,5.0
309,202500.0,1125000.0,44617.5,1125000.0,1057,1545.0,4237,2,1,1,0,0.2665197753925157,0.6380435278721609,37.5,5.555555555555555
311,112500.0,1237684.5,47272.5,1138500.0,8093,4199.0,4369,3,0,0,0,0.2297064416266523,0.5136937663039473,42.5,11.00164
315,157500.0,1288350.0,37669.5,1125000.0,3569,6268.0,5016,2,0,0,0,0.7626841719393695,0.4329616670974407,37.5,8.18
320,450000.0,1312110.0,52168.5,1125000.0,3942,7.0,1678,1,0,0,0,0.8151144869220309,0.6706517530862718,47.5,2.9158
359,135000.0,1125000.0,40410.0,1125000.0,2582,1325.0,5308,2,1,1,0,0.5106716428520346,0.5046813193144684,37.5,8.333333333333334
376,112500.0,1223010.0,51948.0,1125000.0,997,4939.0,2531,2,0,0,0,0.6239045902276712,0.8106180215523969,32.5,10.8712
383,157500.0,1218375.0,51750.0,1089000.0,2930,3439.0,4395,2,0,0,0,0.5496953558012253,0.6161216908872079,37.5,7.735714285714286
405,135000.0,1125000.0,46557.0,1125000.0,13878,10061.0,4207,2,0,0,0,0.6345918714662484,0.7380196196295241,57.5,8.333333333333334
407,405000.0,1327648.5,42826.5,1039500.0,2402,9586.0,3005,2,0,1,1,0.7222880429134837,0.1268975261602733,57.5,3.2781444444444445
427,180000.0,1649646.0,43645.5,1377000.0,296,6628.0,3643,2,0,0,0,0.7968657132596014,0.511891801533151,57.5,9.1647
434,180000.0,1468719.0,40387.5,1282500.0,926,7641.0,4786,2,0,0,0,0.6342926444150448,0.4083588531230431,57.5,8.15955
453,157500.0,1190340.0,63549.0,1125000.0,2260,7567.0,3310,2,0,0,0,0.4879060029806752,0.7610263695502636,52.5,7.557714285714286
457,270000.0,1467612.0,58333.5,1350000.0,95,2699.0,2004,2,1,0,0,0.5452421014657168,0.2881295999178507,42.5,5.4356
458,270000.0,1225224.0,44140.5,990000.0,2402,7999.0,1062,1,0,0,0,0.558863072697854,0.3893387918468769,37.5,4.537866666666667
477,214650.0,1442952.0,42318.0,1260000.0,2716,2379.0,3128,2,0,0,0,0.191031984944388,0.6785676886853644,32.5,6.722348008385744
495,202500.0,1317357.0,52375.5,1129500.0,1064,2551.0,2978,3,0,0,0,0.4140283052400147,0.6279908192952864,42.5,6.505466666666667
496,135000.0,1350000.0,58828.5,1350000.0,868,7039.0,336,2,0,0,0,0.7945230550364961,0.3656165070113335,47.5,10.0
523,202500.0,1264428.0,37098.0,990000.0,710,1141.0,1204,2,0,0,0,0.4199078718193416,0.1575949986663102,47.5,6.244088888888889
529,180000.0,1350000.0,38821.5,1350000.0,756,4717.0,1332,2,0,1,1,0.7271652622492112,0.5298898341969072,22.5,7.5
539,112500.0,1215000.0,84694.5,1215000.0,197,4570.0,4835,2,0,0,0,0.3011543629189314,0.0520364070962328,42.5,10.8
559,157500.0,1185282.0,34785.0,1035000.0,561,12321.0,3059,3,0,1,1,0.1748669419206581,0.3392876999089139,52.5,7.5256
565,270000.0,1546020.0,45202.5,1350000.0,1164,447.0,4175,2,0,0,0,0.5893824548994699,0.622922000268356,37.5,5.726
596,400500.0,1125000.0,45949.5,1125000.0,9288,9090.0,2125,2,0,0,0,0.5790247751095708,0.4848514754962666,52.5,2.808988764044944
615,315000.0,1288350.0,37800.0,1125000.0,1461,1046.0,1216,2,0,0,0,0.5513998261936828,0.2955826421513093,42.5,4.09
627,157500.0,1125000.0,32895.0,1125000.0,2332,5990.0,4747,2,0,0,0,0.6613238436597073,0.5316861425197883,32.5,7.142857142857143
630,328500.0,1190340.0,63549.0,1125000.0,1101,12392.0,3078,2,0,0,0,0.7214758342202159,0.7449321846094795,52.5,3.623561643835616
647,180000.0,1129500.0,43150.5,1129500.0,2904,5858.0,4015,2,0,0,0,0.7124773740835179,0.1411151004466126,32.5,6.275
656,67500.0,1180341.0,39006.0,1057500.0,5405,558.0,4134,2,0,0,0,0.6735207750222333,0.8357765157975799,62.5,17.486533333333334
659,292500.0,1288350.0,37800.0,1125000.0,3094,244.0,4345,2,0,1,1,0.7151710157697556,0.6161216908872079,32.5,4.404615384615385
660,189000.0,1288350.0,37800.0,1125000.0,6480,4053.0,4053,2,0,0,0,0.1616609115083164,0.4902575124990026,37.5,6.816666666666666
664,180000.0,1288350.0,37669.5,1125000.0,7671,5620.0,2532,2,0,0,0,0.7569577556667334,0.4596904504249018,52.5,7.1575
688,112500.0,1546020.0,42642.0,1350000.0,9257,8381.0,4164,2,0,0,0,0.4997777408295926,0.5082869913916046,42.5,13.7424
702,121500.0,1125000.0,32895.0,1125000.0,3115,0.0,2485,2,0,0,0,0.3089188324508243,0.5814837058057234,42.5,9.25925925925926
713,202500.0,1125000.0,36423.0,1125000.0,2052,855.0,1539,2,0,0,0,0.7194632210235494,0.475849908720221,47.5,5.555555555555555
724,225000.0,1479541.5,39807.0,1260000.0,6100,6754.0,4194,2,1,1,0,0.4600042402487904,0.228883416700673,37.5,6.57574
749,202500.0,1350000.0,51552.0,1350000.0,3592,8570.0,1065,2,0,0,0,0.6292666032117074,0.5460231970049609,52.5,6.666666666666667
752,135000.0,1281672.0,37606.5,1003500.0,2715,777.0,2298,2,1,1,0,0.6164304954233273,0.6594055320683344,32.5,9.493866666666667
767,211500.0,1515415.5,41670.0,1354500.0,1197,3272.0,2349,1,0,0,0,0.7087585167922776,0.633031641417419,52.5,7.165085106382978
777,236799.0,1350000.0,37255.5,1350000.0,4180,6069.0,4309,2,0,0,0,0.7468338669124677,0.4902575124990026,32.5,5.701037588841169
802,157500.0,1125000.0,33025.5,1125000.0,5442,13663.0,4586,2,0,1,1,0.7520364550674541,0.3825018041447388,62.5,7.142857142857143
803,630000.0,1257255.0,53397.0,1156500.0,7639,9109.0,4110,1,0,1,1,0.7573759071236235,0.4632753280912678,42.5,1.995642857142857
806,292500.0,1350000.0,57199.5,1350000.0,351,4663.0,4671,2,0,1,1,0.4165717964835011,0.213966852261798,32.5,4.615384615384615
831,270000.0,1293502.5,37948.5,1129500.0,326,6304.0,5055,2,0,0,0,0.6907808534934112,0.7194907850918436,32.5,4.79075
858,270000.0,1350000.0,39604.5,1350000.0,1997,4825.0,4921,2,0,1,1,0.3333081672833322,0.7106743858828587,42.5,5.0
869,112500.0,1125000.0,33025.5,1125000.0,2478,840.0,4632,2,0,0,0,0.6868341411492649,0.5262949398096192,42.5,10.0
874,135000.0,1125000.0,32895.0,1125000.0,497,2348.0,5937,2,0,0,0,0.7041694327025476,0.6817058776720116,42.5,8.333333333333334
879,112500.0,1288350.0,37800.0,1125000.0,1067,11965.0,3324,2,0,1,1,0.509731728534353,0.8357765157975799,52.5,11.452
883,225000.0,1288350.0,37800.0,1125000.0,2027,7743.0,1638,3,0,0,0,0.4668011414502268,0.6817058776720116,47.5,5.726
885,157500.0,1125000.0,36423.0,1125000.0,4044,8279.0,4570,2,0,0,0,0.2584139183179228,0.5172965813614878,42.5,7.142857142857143
893,157500.0,1436850.0,42142.5,1125000.0,1137,651.0,680,1,0,0,0,0.7131891115619489,0.3825018041447388,47.5,9.122857142857145
902,157500.0,1293502.5,35698.5,1129500.0,5345,7495.0,52,2,0,0,0,0.638209781222283,0.7062051096536562,47.5,8.212714285714286
922,202500.0,1125000.0,37309.5,1125000.0,630,4053.0,4269,1,0,0,0,0.7831903940750669,0.6738300778602003,42.5,5.555555555555555
931,202500.0,1213227.0,48244.5,1116000.0,1175,6080.0,4083,2,0,0,0,0.5890648862664712,0.7407990879702335,32.5,5.991244444444445
938,180000.0,1540588.5,44280.0,1377000.0,754,13306.0,4431,2,0,0,0,0.7673619136083777,0.3154721549257734,62.5,8.558825
941,292500.0,1557103.5,61753.5,1453500.0,2700,3066.0,4273,2,1,1,0,0.60174380655424,0.4241303111942548,37.5,5.323430769230769
947,157500.0,1557103.5,59440.5,1453500.0,5091,2195.0,3079,3,0,0,0,0.3579501082629542,0.7338145369642702,42.5,9.886371428571428
956,234135.0,1288350.0,35428.5,1125000.0,2338,1967.0,4451,1,0,0,0,0.3705787790861835,0.3123653692278984,32.5,5.502594656928695
961,720000.0,1125000.0,44617.5,1125000.0,1059,13.0,1726,1,1,1,1,0.6876754627479376,0.2567055724393002,57.5,1.5625
969,270000.0,1125000.0,33025.5,1125000.0,4924,6910.0,1487,1,0,0,0,0.6154010544579694,0.4329616670974407,47.5,4.166666666666667
986,270000.0,1712727.0,47227.5,1341000.0,5387,2643.0,367,1,0,0,0,0.2649112705413186,0.5744466170995097,47.5,6.3434333333333335
988,135000.0,1288350.0,37800.0,1125000.0,4711,3189.0,62,3,0,0,0,0.2262502833476409,0.6397075677637197,32.5,9.543333333333331
990,180000.0,1288350.0,37800.0,1125000.0,2736,9291.0,3254,1,0,0,0,0.4261364305742718,0.6528965519806539,62.5,7.1575
1014,378000.0,1288350.0,37800.0,1125000.0,6266,5943.0,242,2,0,0,0,0.5998137228666071,0.4596904504249018,57.5,3.408333333333333
1015,202500.0,1188765.0,50494.5,1093500.0,3392,9006.0,1554,2,0,0,0,0.5685273308913262,0.7700870700124128,52.5,5.870444444444445
1017,247500.0,1237500.0,83034.0,1237500.0,1564,8189.0,5017,1,0,0,0,0.7375117808906967,0.7238369900414456,37.5,5.0
1044,135000.0,1546020.0,42642.0,1350000.0,2816,2159.0,3999,3,0,1,1,0.5479409688103329,0.3001077565791181,57.5,11.452
1059,171000.0,1436850.0,39640.5,1125000.0,1209,7366.0,4013,2,0,0,0,0.3428747754777756,0.6801388218428291,42.5,8.402631578947368
1063,270000.0,1236816.0,35577.0,1080000.0,600,989.0,2542,2,0,0,0,0.5919097377829297,0.7898803468924867,37.5,4.5808
1079,202500.0,1379556.0,52677.0,1269000.0,3744,3504.0,4598,2,0,0,0,0.6645829386993929,0.6894791426446275,57.5,6.812622222222222
1084,315000.0,1288350.0,37800.0,1125000.0,3085,1869.0,1893,1,0,0,0,0.7645236448626704,0.1455428133497032,42.5,4.09
1086,270000.0,1339884.0,36976.5,1170000.0,1127,5521.0,1508,1,0,0,0,0.7721328032602188,0.5867400085415683,47.5,4.962533333333333
1092,157500.0,1125000.0,47794.5,1125000.0,5081,6187.0,203,2,0,0,0,0.4933982573286712,0.7407990879702335,47.5,7.142857142857143
1101,225000.0,1546020.0,42642.0,1350000.0,271,9726.0,3254,2,0,0,0,0.6266355326651712,0.363945238612397,52.5,6.8712
1151,315000.0,1350000.0,51552.0,1350000.0,1781,1255.0,4573,2,0,0,0,0.5972757875996536,0.4543210601605785,42.5,4.285714285714286
1174,135000.0,1125000.0,32895.0,1125000.0,2291,5475.0,2080,1,0,0,0,0.6426461610225346,0.5673792367572691,32.5,8.333333333333334
1179,234000.0,1288350.0,37800.0,1125000.0,5323,188.0,4861,2,0,0,0,0.4965851268856524,0.3979463219016906,57.5,5.505769230769231
1205,234000.0,1374480.0,49500.0,1125000.0,475,665.0,1224,2,0,0,0,0.7216998859575542,0.3979463219016906,32.5,5.873846153846154
1211,765000.0,1350000.0,51552.0,1350000.0,3012,4912.0,2857,2,0,0,0,0.6559698419104283,0.3622772470384314,27.5,1.7647058823529411
1217,173250.0,1236816.0,36288.0,1080000.0,853,7290.0,4884,2,0,1,1,0.5773608200917196,0.5638350489514956,37.5,7.138909090909091
1310,135000.0,1395000.0,36927.0,1395000.0,1441,7308.0,5726,2,0,1,1,0.219718711827568,0.5460231970049609,42.5,10.333333333333334
1329,270000.0,1223010.0,48501.0,1125000.0,513,6582.0,4246,2,0,1,1,0.7214450733791933,0.6754132910917112,42.5,4.5296666666666665
1330,243000.0,1350000.0,35613.0,1350000.0,4382,4449.0,2768,1,0,0,0,0.6190175686687754,0.807273923277881,52.5,5.555555555555555
1332,270000.0,1468719.0,42943.5,1282500.0,1098,510.0,4215,1,0,0,0,0.5564950478134809,0.3672910183026313,32.5,5.4397
1351,144000.0,1267735.5,37197.0,1107000.0,813,4119.0,4728,2,0,0,0,0.533621680193979,0.5919766183185521,37.5,8.80371875
1352,135000.0,1473871.5,40657.5,1287000.0,370,4142.0,1995,2,0,1,1,0.451412848433623,0.6041125998015721,27.5,10.917566666666668
1360,225000.0,1546020.0,45202.5,1350000.0,1860,560.0,2855,2,0,0,0,0.6363799848572097,0.4101025731788671,27.5,6.8712
1365,157500.0,1125000.0,47664.0,1125000.0,829,4579.0,2756,1,0,0,0,0.6759348058868231,0.5495965024956946,27.5,7.142857142857143
1370,319500.0,1125000.0,33025.5,1125000.0,6946,1354.0,4363,2,0,0,0,0.5157194930882756,0.5298898341969072,37.5,3.5211267605633805
1373,157500.0,1260000.0,34650.0,1260000.0,1186,9029.0,4333,1,0,0,0,0.73504056079775,0.8027454758994178,57.5,8.0
1375,135000.0,1260000.0,36841.5,1260000.0,8921,5068.0,3109,2,0,1,1,0.6420935587587789,0.6848276586890367,57.5,9.333333333333334
1380,112500.0,1223010.0,51948.0,1125000.0,3097,2261.0,2596,2,0,0,0,0.4756933728706597,0.2353105173615833,37.5,10.8712
1387,162000.0,1129500.0,33156.0,1129500.0,8069,8942.0,4002,2,0,0,0,0.7471810133247118,0.6363761710860439,42.5,6.972222222222222
1400,292500.0,1381113.0,36432.0,1206000.0,2078,2549.0,3235,2,0,0,0,0.4596620485204163,0.5280927512030451,32.5,4.721753846153846
1406,225000.0,1546020.0,45333.0,1350000.0,2812,13.0,1632,2,1,1,0,0.6568132223916464,0.4543210601605785,47.5,6.8712
1413,135000.0,1288350.0,37800.0,1125000.0,1367,610.0,2709,2,0,0,0,0.5870413023050131,0.3944954053123993,37.5,9.543333333333331
1415,157500.0,1223010.0,51948.0,1125000.0,1204,905.0,3716,2,0,1,1,0.6291696696690505,0.7076993447402619,37.5,7.765142857142857
1424,157500.0,1288350.0,37669.5,1125000.0,1799,3769.0,4194,2,0,0,0,0.4157801233636881,0.4135967602644276,37.5,8.18
1458,207000.0,1125000.0,32895.0,1125000.0,256,2728.0,3089,2,0,0,0,0.6258063347400519,0.3001077565791181,32.5,5.434782608695652
1477,180000.0,1331019.0,47808.0,1192500.0,3124,4922.0,1338,2,0,0,0,0.4457820208237937,0.5082869913916046,47.5,7.39455
1506,180000.0,1436850.0,42142.5,1125000.0,6016,651.0,4165,1,0,0,0,0.7035632126701117,0.6397075677637197,32.5,7.9825
1513,202500.0,1350000.0,51421.5,1350000.0,5618,3738.0,1288,2,0,0,0,0.0999527131374703,0.6430255641096323,47.5,6.666666666666667
1515,292500.0,1409719.5,135936.0,1377000.0,6099,7991.0,3163,1,0,0,0,0.733590026548124,0.7209441499436497,37.5,4.819553846153847
1523,157500.0,1255680.0,41629.5,1125000.0,2433,7239.0,2345,2,0,0,0,0.7876204126268035,0.7583930617144343,52.5,7.972571428571428
1544,270000.0,1483231.5,51556.5,1354500.0,359,2344.0,4019,2,1,1,1,0.527129284023697,0.4650692149562261,37.5,5.49345
1549,144000.0,1506816.0,47313.0,1350000.0,11435,5677.0,4055,2,0,0,0,0.6893309820288157,0.5726825047161584,57.5,10.464
1557,225000.0,1512796.5,52713.0,1381500.0,7330,2418.0,2418,2,0,0,0,0.5372878237917023,0.5370699579791587,57.5,6.72354
1570,225000.0,1237500.0,38988.0,1237500.0,1119,3108.0,1845,2,0,1,1,0.6111327233784262,0.5495965024956946,52.5,5.5
1575,157500.0,1574532.0,60102.0,1350000.0,8842,6292.0,869,2,0,0,0,0.4261738641263921,0.7121551551910698,47.5,9.997028571428572
1578,180000.0,1350000.0,37255.5,1350000.0,6587,10329.0,4365,2,0,0,0,0.6786543428892718,0.7981372313187245,57.5,7.5
1603,427500.0,1350000.0,53671.5,1350000.0,2232,2090.0,2080,2,0,1,1,0.6781581717708955,0.5513812618027899,57.5,3.1578947368421053
1605,180000.0,1252363.5,51007.5,1152000.0,783,10060.0,4017,1,0,0,0,0.7337267627922234,0.6178261467332483,57.5,6.957575
1617,225000.0,1546020.0,45333.0,1350000.0,2521,11251.0,4211,2,0,0,0,0.6572665622416514,0.7136313997323308,62.5,6.8712
1619,180000.0,1288350.0,37669.5,1125000.0,4854,1105.0,4468,2,0,0,0,0.5654779057929841,0.746300213050371,62.5,7.1575
1624,180000.0,1507500.0,41584.5,1507500.0,2800,8116.0,6,2,0,0,0,0.2858978721410488,0.3996756156233169,47.5,8.375
1637,202500.0,1218906.0,63243.0,1152000.0,11323,11283.0,3871,2,0,0,0,0.3787400305494797,0.6674577419214722,57.5,6.019288888888889
1666,83250.0,1442952.0,39681.0,1260000.0,8964,4502.0,4894,2,0,0,0,0.6654208427391469,0.190705947811054,42.5,17.33275675675676
1671,189000.0,1206000.0,36693.0,1206000.0,1049,7945.0,1923,2,0,0,0,0.6688152820991569,0.2793353208976285,27.5,6.380952380952381
1676,225000.0,1551798.0,50058.0,1215000.0,286,5281.0,4871,1,0,0,0,0.7165587639717365,0.1054731864873376,42.5,6.89688
1683,247500.0,1611072.0,66618.0,1440000.0,3811,4921.0,5356,1,0,1,1,0.6872056027169078,0.7490217048463391,37.5,6.509381818181819
1697,202500.0,1258650.0,53325.0,1125000.0,10178,7361.0,310,1,0,0,0,0.7400690772812851,0.8193176922872417,47.5,6.215555555555556
1702,360000.0,1147500.0,33682.5,1147500.0,1701,14415.0,4854,2,0,0,0,0.7359934423162868,0.6722428897082422,37.5,3.1875
1721,315000.0,1644255.0,43371.0,1372500.0,383,3574.0,3765,1,0,0,0,0.6790500364753658,0.6817058776720116,32.5,5.219857142857143
1752,99000.0,1125000.0,33025.5,1125000.0,1252,8014.0,3093,3,0,1,1,0.4158598024006721,0.5280927512030451,57.5,11.363636363636363
1757,229500.0,1125000.0,62820.0,1125000.0,2909,8939.0,4105,2,0,0,0,0.6644708146208708,0.4241303111942548,42.5,4.901960784313726
1768,306000.0,1305000.0,55291.5,1305000.0,8643,6474.0,2162,2,0,0,0,0.779104420501957,0.4992720153045617,52.5,4.264705882352941
1771,157500.0,1206000.0,34690.5,1206000.0,1512,7246.0,2924,2,0,0,0,0.5440815207679375,0.5673792367572691,27.5,7.6571428571428575
1798,90000.0,1215000.0,39195.0,1215000.0,2065,4020.0,4449,2,0,0,0,0.5238958667725612,0.7623356180684377,42.5,13.5
1802,157500.0,1262583.0,36913.5,1102500.0,1024,3811.0,3811,2,1,1,0,0.6561376101306043,0.0677939106412593,32.5,8.0164
1809,180000.0,1223010.0,51948.0,1125000.0,6740,6871.0,2744,3,0,0,0,0.7601497415765964,0.838724852442103,52.5,6.7945
1822,225000.0,1506816.0,45814.5,1350000.0,2052,1856.0,1883,3,0,0,0,0.5617022394930419,0.4866531565147181,32.5,6.69696
1843,252000.0,1338354.0,53208.0,1147500.0,7271,8804.0,4630,1,0,1,1,0.7400185949291989,0.7238369900414456,57.5,5.310928571428572
1847,382500.0,1440000.0,39600.0,1440000.0,1048,4563.0,2409,2,0,1,1,0.2386112782554219,0.2807895743848605,27.5,3.764705882352941
1853,292500.0,1125000.0,32895.0,1125000.0,3391,8920.0,990,2,0,0,0,0.7079272613927217,0.5849900404894085,47.5,3.8461538461538463
1858,247500.0,1288782.0,46422.0,1138500.0,384,4913.0,4924,2,0,1,1,0.6344245199759065,0.5620604831738043,37.5,5.2072
1863,202500.0,1206000.0,31810.5,1206000.0,10355,461.0,1581,2,0,0,0,0.6613238436597073,0.6801388218428291,47.5,5.955555555555556
1866,300379.5,1271929.5,51934.5,1170000.0,187,1251.0,994,3,1,1,0,0.4222853828897224,0.6832688314232291,22.5,4.234408473281299
1874,202500.0,1451047.5,60012.0,1354500.0,321,2668.0,4214,2,0,0,0,0.0700058525153485,0.4311917977993083,32.5,7.165666666666667
1888,450000.0,1498500.0,52218.0,1498500.0,3016,1970.0,2015,2,0,0,0,0.5213644289717307,0.1595195404777181,52.5,3.33
1897,157500.0,1574266.5,54850.5,1359000.0,1845,4519.0,724,2,0,0,0,0.0918880512770459,0.4956658291397297,52.5,9.995342857142855
1898,247500.0,1165500.0,41994.0,1165500.0,3703,4970.0,3308,2,0,0,0,0.3100029652396353,0.3506958432829587,27.5,4.709090909090909
1922,180000.0,1293165.0,37809.0,1012500.0,2893,8924.0,4078,2,0,0,0,0.660461299304561,0.6092756673894402,57.5,7.18425
1933,225000.0,1192500.0,34866.0,1192500.0,704,962.0,4450,2,0,0,0,0.4683580987094502,0.4382813743111921,37.5,5.3
1937,202500.0,1546020.0,42642.0,1350000.0,3260,11544.0,4217,3,0,1,1,0.5548267130667041,0.5298898341969072,37.5,7.634666666666667
1938,90000.0,1288350.0,37669.5,1125000.0,460,752.0,3968,3,1,1,0,0.0926775418487103,0.5744466170995097,57.5,14.315
1942,135000.0,1185282.0,34785.0,1035000.0,4813,4362.0,1864,2,0,0,0,0.4416744325384825,0.7449321846094795,37.5,8.779866666666667
1944,270000.0,1595115.0,50215.5,1377000.0,2955,8254.0,5286,1,0,0,0,0.6185275196354857,0.5726825047161584,37.5,5.9078333333333335
1973,225000.0,1335528.0,56713.5,1228500.0,5467,8975.0,4148,2,0,0,0,0.5156375702856921,0.1951984060044098,42.5,5.93568
1974,247500.0,1467612.0,59904.0,1350000.0,3125,8359.0,4443,2,0,1,1,0.6067377171483632,0.7838324335199619,42.5,5.929745454545454
1979,225000.0,1339884.0,36846.0,1170000.0,1100,10823.0,4792,2,0,0,0,0.5944216255937014,0.7366226976503176,62.5,5.95504
1980,270000.0,1428408.0,76104.0,1350000.0,834,859.0,1914,1,0,0,0,0.6963485347724649,0.6446794549585961,37.5,5.2904
1986,189000.0,1125000.0,43722.0,1125000.0,3472,182.0,729,3,0,0,0,0.5087698845682931,0.7623356180684377,42.5,5.9523809523809526
1999,405000.0,1467612.0,58333.5,1350000.0,2058,8874.0,4724,1,0,1,1,0.6891951579886505,0.4740512892789932,42.5,3.6237333333333335
2010,247500.0,1333102.5,53001.0,1143000.0,5491,4061.0,690,2,0,0,0,0.6890077610009161,0.6195277080511546,47.5,5.386272727272727
2014,67500.0,1288350.0,37669.5,1125000.0,5880,1995.0,1566,2,0,1,1,0.58516872182435,0.3842068130556564,37.5,19.086666666666662
2023,360000.0,1546020.0,42642.0,1350000.0,2628,8448.0,4521,2,0,0,0,0.7066052390526679,0.7981372313187245,37.5,4.2945
2034,90000.0,1350000.0,53671.5,1350000.0,656,3592.0,2982,2,0,0,0,0.5485854677900404,0.8825303127941461,52.5,15.0
2050,180000.0,1157670.0,112909.5,1125000.0,1188,4880.0,1169,3,0,0,0,0.3773209554133487,0.6263042766749393,27.5,6.4315
2059,261000.0,1546020.0,40783.5,1350000.0,1663,2794.0,4436,2,0,0,0,0.5608083556786373,0.622922000268356,42.5,5.923448275862069
